Group ID,Record ID,First Name,FF,Last Name,LF,Reg No.,DoB,First Name,Last Name,Reg No.,DoB
55,A-1007,JOANNE,1,BLAKESLEE,2,9691352690,08/24/1948,**AN*E,*********,***135***0,**/**/****
55,A-1008,JOHN,72,BLAKESLEE,2,9692112691,08/24/1948,**H_*_,*********,***211***1,**/**/****
88,A-3045,DONNA,30,HUDGINS,17,1523581995,08/21/1960,*****,*******,1523581995,**/**/****
88,A-3046,DONNA,30,HUDGINS,17,1735732728,08/21/1960,*****,*******,1735732728,**/**/****
98,A-3147,SHELLY,3,FENDER,27,1445228924,02/20/1965,******,FENDER,1445228924,**/**/****
98,A-3148,SHELLY,3,RIDDLE,46,7327709595,02/20/1965,******,RIDDLE,7327709595,**/**/****
101,A-269,J,5,RATHBONE,4,3503854588,06/06/1943,*_,********,**********,**/**/****
101,B-270,JC,1,RATHBONE,4,3503854588,06/06/1943,*C,********,**********,**/**/****
154,B-3559,BHANUMATI,2,MEHTA,2,1658451716,,*********,*****,**********,
154,A-3560,BHANUMATI,2,MEHTA,2,1658451716,07/08/1954,*********,*****,**********,07/08/1954
182,A-807,WILLOREE,1,BUCHANAN,45,1684112052,08/08/1977,******E*,BUCHANAN,**********,**/**/****
182,B-808,WILLORE,1,WHITSON,38,1684112052,08/08/1977,******_*,WHITSON,**********,**/**/****
195,A-2845,JAMES,82,ROBINSON,131,4277485601,12/11/1956,*****,ROBINSON,4277485601,**/**/****
195,A-2846,JAMES,82,STOCKWELL,2,1330597423,12/11/1956,*****,STOCKWELL,1330597423,**/**/****
265,A-3149,SILAS,2,WOODY,35,1710072392,08/12/1992,*****,****_*,1710072392,**/**/****
265,A-3150,SILAS,2,WOODBY,8,1745052850,08/12/1992,*****,****B*,1745052850,**/**/****
299,A-3005,SILVER,1,FRANK,1,1765213114,04/04/1994,SILVER,FRANK,1765213114,04/04/1994
299,A-3006,FRANK,14,SILVER JR,7,8477071110,07/26/1934,FRANK,SILVER JR,8477071110,07/26/1934
375,A-3623,JESSI,1,COMPTON,2,1723442567,11/05/1983,*****_,*******,**********,**/**/****
375,B-3624,JESSIE,5,COMPTON,2,1723442567,11/05/1983,*****E,*******,**********,**/**/****
441,A-873,WILLARD,2,SWANEY JR,1,1117364631,09/18/1976,*******,****** JR,**********,**/**/****
441,B-874,WILLARD,2,SWANEY,1,1117364631,09/18/1976,*******,******___,**********,**/**/****
511,B-3367,LANNY,2,NICKS,2,1613461127,08/03/1955,*****,*****,**********,08/**/****
511,A-3368,LANNY,2,NICKS,2,1613461127,12/03/1955,*****,*****,**********,12/**/****
584,B-3031,KROEN,1,ELIZABETH,1,1142264957,09/29/1943,KROEN,ELIZABETH,**********,**/**/****
584,A-3032,ELIZABETH,6,KROEN,1,1142264957,09/29/1943,ELIZABETH,KROEN,**********,**/**/****
759,B-3389,SAMANTHA,10,MATHIS,10,1428118700,08/30/1980,********,******,**********,**/**/***0
759,A-3390,SAMANTHA,10,MATHIS,10,1428118700,08/30/1987,********,******,**********,**/**/***7
856,B-3205,MARIA,4,KARDULIS,6,1797424353,11/04/1995,*****,********,*****24353,**/**/****
856,A-3206,MARIA,4,KARDULIS,6,1797443536,11/04/1995,*****,********,*****43536,**/**/****
880,A-3591,MELISSA,16,KING,3,1385588143,04/02/1986,*******,****,**********,**/**/****
880,B-3592,MELISSA,16,KING,3,1385588143,04/02/1986,*******,****,**********,**/**/****
892,A-241,NATEARE,1,ALLEN,26,1716262473,03/25/1993,******E,*****,**********,**/**/****
892,B-242,NATEARA,1,ALLEN,26,1716262473,03/25/1993,******A,*****,**********,**/**/****
960,B-3213,ZOLA,2,BRIGGS,40,2319953026,01/01/1922,****,******,***9******,**/**/****
960,A-3214,ZOLA,2,BRIGGS,40,2310953026,01/01/1922,****,******,***0******,**/**/****
1131,B-3525,SHELBY,4,FOX,72,5448237134,02/09/1938,******,***,**********,02/09/****
1131,A-3526,SHELBY,4,FOX,72,5448237134,09/02/1938,******,***,**********,09/02/****
