Group ID,Record ID,First Name,FF,Last Name,LF,Reg No.,DoB,First Name,Last Name,Reg No.,DoB
7,A-3129,SAMANTHA,10,SILVERS,57,1731002666,11/20/1992,********,SILVERS,***1*0**66,**/**/****
7,A-3130,SAMANTHA,10,MERCER,1,1732072680,11/20/1992,********,MERCER,***2*7**80,**/**/****
78,B-3235,JAMES,82,MCWHIRTER,2,1554740858,11/08/1990,*****,*********,*******8**,**/**/****
78,A-3236,JAMES,82,MCWHIRTER,2,1554740358,11/08/1990,*****,*********,*******3**,**/**/****
98,A-3147,SHELLY,3,FENDER,27,1445228924,02/20/1965,******,FENDER,1445228924,**/**/****
98,A-3148,SHELLY,3,RIDDLE,46,7327709595,02/20/1965,******,RIDDLE,7327709595,**/**/****
108,B-1123,ROBERT,71,WILSON,116,7234539473,11/23/1933,******,******,7234539473,11/23/1933
108,B-1124,ROBERT,71,WILSON,116,1876714574,,******,******,1876714574,
183,B-3309,NANCY,7,RAY,31,,11/28/1974,*****,***,,**/**/****
183,A-3310,NANCY,7,RAY,31,3803984981,11/28/1974,*****,***,3803984981,**/**/****
230,B-3527,MARK,4,RAY,31,6979459139,11/12/1966,****,***,**********,11/12/****
230,A-3528,MARK,4,RAY,31,6979459139,12/11/1966,****,***,**********,12/11/****
265,A-3149,SILAS,2,WOODY,35,1710072392,08/12/1992,*****,****_*,1710072392,**/**/****
265,A-3150,SILAS,2,WOODBY,8,1745052850,08/12/1992,*****,****B*,1745052850,**/**/****
299,A-3005,SILVER,1,FRANK,1,1765213114,04/04/1994,SILVER,FRANK,1765213114,04/04/1994
299,A-3006,FRANK,14,SILVER JR,7,8477071110,07/26/1934,FRANK,SILVER JR,8477071110,07/26/1934
375,A-3623,JESSI,1,COMPTON,2,1723442567,11/05/1983,*****_,*******,**********,**/**/****
375,B-3624,JESSIE,5,COMPTON,2,1723442567,11/05/1983,*****E,*******,**********,**/**/****
380,B-2885,KAY,6,KRINER,1,1883974669,,***,KRINER,1883974669,
380,B-2886,KAY,6,GATCHELL,1,2059396966,,***,GATCHELL,2059396966,
509,B-3285,JULIA,4,ASHLEY,2,1430180726,12/31/1948,*****,******,*****80***,**/**/****
509,A-3286,JULIA,4,ASHLEY,2,1430108726,12/31/1948,*****,******,*****08***,**/**/****
532,B-3021,HUGHES,1,MARY,1,5625417366,12/15/1925,HUGHES,MARY,**********,**/**/****
532,A-3022,MARY,77,HUGHES,62,5625417366,12/15/1925,MARY,HUGHES,**********,**/**/****
547,A-3627,STEPHANIE,8,GODFREY,1,1856864314,11/11/1987,*********,GODFREY,**********,**/**/****
547,B-3628,STEPHANIE,8,HONEYCUTT,37,1856864314,11/11/1987,*********,HONEYCUTT,**********,**/**/****
560,B-1047,BENNY,7,HUSKINS,37,3251074257,03/21/1935,**NN*,*******,****07***7,**/**/****
560,B-1048,BETTY,31,HUSKINS,37,3251834258,03/21/1935,**TT*,*******,****83***8,**/**/****
627,A-3601,JESSIE,5,CRAIN,4,1584140743,09/19/1984,******,*****,**********,**/**/****
627,B-3602,JESSIE,5,CRAIN,4,1584140743,09/19/1984,******,*****,**********,**/**/****
953,B-3357,EDDIE,4,HONEYCUTT,37,1110804545,11/25/1954,*****,*********,**********,11/**/****
953,A-3358,EDDIE,4,HONEYCUTT,37,1110804545,07/25/1954,*****,*********,**********,07/**/****
1012,A-863,NORWOOD,2,CUMMINS JR,1,1044133672,05/11/1941,*******,******* JR,**********,**/**/****
1012,B-864,NORWOOD,2,CUMMINS,1,1044133672,05/11/1941,*******,*******___,**********,**/**/****
1275,B-3501,AMY,12,BANKS,33,1738022758,08/24/1987,***,*****,**********,**/**/**87
1275,A-3502,AMY,12,BANKS,33,1738022758,08/24/1978,***,*****,**********,**/**/**78
1339,A-3151,JAMES,82,SPARKS JR,1,7719470108,05/06/1946,*****,****** JR,7719470108,**/**/****
1339,A-3152,JAMES,82,SPARKS,4,1730622661,05/06/1946,*****,******___,1730622661,**/**/****
1386,B-3169,AMANDA,23,SWANCEY,2,1019995335,12/27/1979,******,*******,******5*35,**/**/****
1386,A-3170,AMANDA,23,SWANCEY,2,1019993356,12/27/1979,******,*******,******3*56,**/**/****
1488,A-107,STEVE,4,WHITSON,38,6093567979,06/27/1952,*****_,*******,**********,**/**/****
1488,B-108,STEVEN,5,WHITSON,38,6093567979,06/27/1952,*****N,*******,**********,**/**/****
1489,B-3405,LOLA,2,WHITSON,38,6091277976,07/10/1957,****,*******,**********,**/10/****
1489,A-3406,LOLA,2,WHITSON,38,6091277976,07/01/1957,****,*******,**********,**/01/****
1587,A-267,R,1,ROBINSON,131,2952463866,04/07/1977,*_____,********,**********,**/**/****
1587,B-268,RONNIE,11,ROBINSON,131,2952463866,04/07/1977,*ONNIE,********,**********,**/**/****
1612,A-309,JOAN,2,BUCKNER,19,2324703044,05/10/1949,****,BUCKNER,**********,**/**/****
1612,B-310,JOAN,2,SOUTHER,1,2324703044,05/10/1949,****,SOUTHER,**********,**/**/****
1625,B-3555,MELODY,2,KARDULIS,6,1138984914,,******,********,**********,
1625,A-3556,MELODY,2,KARDULIS,6,1138984914,10/03/1977,******,********,**********,10/03/1977
