Group ID,Record ID,First Name,FF,Last Name,LF,Reg No.,DoB,Race,First Name,Last Name,Reg No.,DoB,Race,type,Answer
1,2,WILLOREE,1,BUCHANAN,3,1684112052,08/08/1977,W,******E*,BUCHANAN,**********,**/**/****,*,1,1
1,2,WILLORE,1,WHITSON,3,1684112052,08/08/1977,W,******_*,WHITSON,**********,**/**/****,*,1,1
2,4,WENDY,1,EDWARDS,4,3355694394,02/19/1974,W,WENDY,*******,**********,**/**/****,*,1,0
2,4,WILLIAM,5,EDWARDS,4,3355694394,02/19/1974,W,WILLIAM,*******,**********,**/**/****,*,1,0
3,3,ANISSA,4,MILLER,5,1771780232,04/10/1972,W,******,******,**********,**/**/****,*,1,1
3,3,ANISSA,4,MILLER,5,1771780232,04/10/1972,W,******,******,**********,**/**/****,*,1,1
4,5,ROY,1,ROBINSON,7,5946167786,09/18/1928,W,ROY,ROBINSON,**********,**/**/****,*,1,1
4,5,ROBINSON,1,ROY,1,5946167786,09/18/1928,W,ROBINSON,ROY,**********,**/**/****,*,1,1
5,1,ROBBIE,3,BOYER,2,6764098857,04/20/1969,W,***BIE,*****,******8*57,**/**/****,*,1,1
5,1,ROBERT,1,BOYER,2,6764094885,04/20/1969,W,***ERT,*****,******4*85,**/**/****,*,1,1
6,6,JOYCE,2,MANESS,3,5697200746,06/03/1961,W,*****,******,**********,**/**/**6*,*,1,1
6,6,JOYCE,2,MANESS,3,5697200746,06/03/1901,W,*****,******,**********,**/**/**0*,*,1,1
7,11,VIOLET,3,HILEMON,2,1097431437,01/16/1930,W,******,*_**E*O*,******14**,**/**/****,*,2,1
7,11,VIOLET,3,HOILMAN,1,1097434137,01/16/1930,W,******,*O**_*A*,******41**,**/**/****,*,2,1
8,12,TERRY,2,WILSON,5,9019291181,03/01/1963,W,*****,******,*******18*,03/01/****,*,2,1
8,12,TERRY,2,WILSON,5,9019291811,01/03/1963,W,*****,******,*******81*,01/03/****,*,2,1
9,8,KAITLIN,1,MCCURRY,3,2006776277,09/27/2001,W,KAITLIN,*******,*********7,**/**/****,*,2,0
9,8,KALEB,1,MCCURRY,3,2006776278,09/27/2001,W,KALEB,*******,*********8,**/**/****,*,2,0
10,10,LORETTA,1,HUGHES,7,4765480624,09/02/1949,W,**_*****,******,4765480624,**/**/****,*,2,1
10,10,LORRETTA,1,HUGHES,7,4076548062,09/02/1949,W,**R*****,******,4076548062,**/**/****,*,2,1
11,7,BRENDA,3,MCINTOSH,4,2352190308,11/30/1949,W,******,********,**********,**/**/****,*,2,1
11,7,BRENDA,3,MCINTOSH,4,2352190308,11/30/1949,W,******,********,**********,**/**/****,*,2,1
12,9,LINDA,6,PUNCH,3,5468090716,09/26/1956,W,LINDA,PUNCH,***80*****,**/**/****,*,2,1
12,9,PUNCH,1,LINDA,2,5460890716,09/26/1956,W,PUNCH,LINDA,***08*****,**/**/****,*,2,1
13,18,FRED,2,HENSLEY,11,1565580205,12/17/1929,W,****,*******___,1565580205,**/**/****,*,3,1
13,18,FRED,2,HENSLEY JR,2,,12/17/1929,W,****,******* JR,,**/**/****,*,3,1
14,17,RACHEL,1,PUNCH,3,9605812578,10/05/1921,W,****_**,*****,9605812578,**/**/****,*,3,1
14,17,RACHAEL,1,PUNCH,3,,10/05/1921,W,****A**,*****,,**/**/****,*,3,1
15,13,JULIE,3,FOX,6,2611850342,02/17/1976,W,JULIE,FOX,2611850342,02/17/1976,*,3,1
15,13,JENNIFER,3,FORTNER,1,2749320360,01/07/1975,W,JENNIFER,FORTNER,2749320360,01/07/1975,*,3,1
16,15,CAROL,1,METCALF,1,1812263731,11/18/1953,W,CAROL,*******___,1812263731,**/**/****,*,3,0
16,15,CLYDE,1,METCALF JR,1,,11/18/1953,W,CLYDE,******* JR,,**/**/****,*,3,0
17,16,PATRICIA,3,BALL,1,1674792193,01/27/1957,W,PATRICIA,BALL,1674792193,**/**/****,*,3,1
17,16,BALL,1,PATRICIA,1,,01/27/1957,W,BALL,PATRICIA,,**/**/****,*,3,1
18,14,LARRY,2,JARRETT,1,5647567395,09/16/1952,W,*****,JARRETT,5647567395,**/**/****,*,3,0
18,14,LARRY,2,WYATT,1,,09/16/1952,W,*****,WYATT,,**/**/****,*,3,0
19,21,JAMES,12,MARSH,2,6879409008,01/07/1941,W,*****,MARSH,6879409008,**/**/****,*,4,0
19,21,JAMES,12,MCMAHAN,1,1886794706,01/07/1941,W,*****,MCMAHAN,1886794706,**/**/****,*,4,0
20,22,SILVER,1,FRANK,1,1765213114,04/04/1994,W,SILVER,FRANK,1765213114,04/04/1994,*,4,0
20,22,WOODY,1,GEORGE,1,1115234603,12/14/1974,W,WOODY,GEORGE,1115234603,12/14/1974,*,4,0
21,24,SILAS,2,WOODY,1,1710072392,08/12/1992,U,*****,****_*,1710072392,**/**/****,U,4,1
21,24,SILAS,2,WOODBY,3,1745052850,08/12/1992,W,*****,****B*,1745052850,**/**/****,W,4,1
22,19,ALICE,1,RAMSEY,3,3001340393,03/15/1938,W,ALICE,******,3001340393,03/15/1938,*,4,1
22,19,GLENDA,3,RAMSEY,3,3054800400,07/30/1965,W,GLENDA,******,3054800400,07/30/1965,*,4,1
23,23,ROBBIE,3,BROWN,2,5343606997,11/09/1957,W,******,*****,5343606997,**/**/****,*,4,1
23,23,ROBBIE,3,BROWN,2,1603610998,11/09/1957,W,******,*****,1603610998,**/**/****,*,4,1
24,20,JANE,1,SMITH,6,1104764466,10/28/1973,W,JANE,*****,****76***6,**/**/****,*,4,0
24,20,JOSEPH,4,SMITH,6,1104844467,10/28/1973,W,JOSEPH,*****,****84***7,**/**/****,*,4,0
25,28,SHELLY,2,RIDDLE,4,7327709595,02/20/1965,W,******,RIDDLE,7327709595,**/**/****,*,5,1
25,28,SHELLY,2,FENDER,3,1445228924,02/20/1965,W,******,FENDER,1445228924,**/**/****,*,5,1
26,25,ANNA,1,BYRD,1,5773570756,03/20/1969,W,ANNA,BYRD,5773570756,03/20/1969,*,5,1
26,25,SHIRLEY,3,PROFFITT,4,5811750761,09/04/1952,W,SHIRLEY,PROFFITT,5811750761,09/04/1952,*,5,1
27,30,BHANUMATI,2,MEHTA,2,1658451716,07/08/1954,O,*********,*****,1*********,07/08/1954,*,5,1
27,30,BHANUMATI,2,MEHTA,2,9658451716,,O,*********,*****,9*********,,*,5,1
28,26,DEBORAH,5,HUSKINS,4,,12/06/1958,W,*******,*******,,12/06/****,*,5,0
28,26,DEBORAH,5,HUSKINS,4,1335557488,09/21/1958,W,*******,*******,1335557488,09/21/****,*,5,0
29,29,KAREN,2,GREENE,4,7523209851,03/07/1962,W,*****,******,7523209851,03/07/1962,*,5,1
29,29,KAREN,2,GREENE,4,,,W,*****,******,,,*,5,1
30,27,ADAM,2,FOX,6,,02/20/1994,W,****,***,,02/**/**94,*,5,0
30,27,ADAM,2,FOX,6,1805843646,10/20/1975,W,****,***,1805843646,10/**/**75,*,5,0
31,35,LINDA,6,MAC MICHAEL,1,1181445470,05/03/1944,W,*****,*** *******,1181445470,05/03/****,*,6,1
31,35,LINDA,6,MACMICHAEL,1,1788663421,03/05/1944,W,*****,***_*******,1788663421,03/05/****,*,6,1
32,32,CHARLES,4,HUGHES,7,5609377345,07/17/1946,W,*******,******,5609377345,*7/17/****,*,6,0
32,32,CHARLES,4,HUGHES,7,5610147346,01/21/1946,W,*******,******,5610147346,*1/21/****,*,6,0
33,33,CHARLES,4,HUDSON JR,1,1266746587,03/13/1935,W,*******,****** JR,1266746587,03/13/1935,*,6,0
33,33,CHARLES,4,HUDSON,1,2071007118,,W,*******,******___,2071007118,,*,6,0
34,36,SUSAN,2,WHITSON,3,8307520878,,U,*****,*******,8307520878,,U,6,1
34,36,SUSAN,2,WHITSON,3,1483639427,10/28/1949,W,*****,*******,1483639427,10/28/1949,W,6,1
35,34,IVA,2,BRYANT,2,2211672896,04/04/1943,W,***,******,2211672896,**/**/****,*,6,1
35,34,IVA,2,BRYANT,2,1457069079,04/04/1943,W,***,******,1457069079,**/**/****,*,6,1
36,31,VIOLET,3,HILEMON,2,1097431437,01/16/1930,W,VIOLET,HILEMON,1097431437,01/16/1930,*,6,1
36,31,LORA,1,PETERSON,3,1111181455,10/17/1972,W,LORA,PETERSON,1111181455,10/17/1972,*,6,1
